,date,hora,Year,DOY,Hour,Minute,Lat,Lon,AOD_Type,AOD_047,AOD_055,AOD_Uncertainty,QA_AOD,timestamp
494,2020301,1730,2020,301,17,30,NA,NA,T,NA,NA,NA,NA,20203011730
495,2020301,1910,2020,301,19,10,34.27083333,-118.2812213,T,0.19131,0.13953,0.0132,0,20203011910
496,2020301,2045,2020,301,20,45,34.27083333,-118.2812213,A,0.15862,0.11549,0.0135,0,20203012045
497,2020301,2225,2020,301,22,25,NA,NA,A,NA,NA,NA,NA,20203012225
498,2020302,1815,2020,302,18,15,34.27083333,-118.2812213,T,0.11026,0.0801,0.0131,0,20203021815
499,2020302,1950,2020,302,19,50,NA,NA,A,NA,NA,NA,NA,20203021950
500,2020302,1950,2020,302,19,50,NA,NA,T,NA,NA,NA,NA,20203021950
501,2020302,2130,2020,302,21,30,34.27083333,-118.2812213,A,0.07875,0.05713,0.0148,0,20203022130
502,2020303,1720,2020,303,17,20,NA,NA,T,NA,NA,NA,NA,20203031720
503,2020303,1855,2020,303,18,55,34.27083333,-118.2812213,T,0.0522,0.03778,0.0198,0,20203031855
504,2020303,2030,2020,303,20,30,NA,NA,T,NA,NA,NA,NA,20203032030
505,2020303,2035,2020,303,20,35,34.27083333,-118.2812213,A,0.05001,0.03621,0.0084,0,20203032035
506,2020303,2210,2020,303,22,10,NA,NA,A,NA,NA,NA,NA,20203032210
507,2020304,1800,2020,304,18,0,34.27083333,-118.2812213,T,0.07035,0.05099,0.0091,0,20203041800
508,2020304,1935,2020,304,19,35,NA,NA,A,NA,NA,NA,NA,20203041935
509,2020304,1940,2020,304,19,40,NA,NA,T,NA,NA,NA,NA,20203041940
510,2020304,2115,2020,304,21,15,34.27083333,-118.2812213,A,0.03039,0.02196,0.0202,0,20203042115
511,2020305,1705,2020,305,17,5,NA,NA,T,NA,NA,NA,NA,20203051705
512,2020305,1845,2020,305,18,45,34.27083333,-118.2812213,T,0.0491,0.03556,0.0244,0,20203051845
513,2020305,2020,2020,305,20,20,34.27083333,-118.2812213,A,0.04786,0.03464,0.0056,0,20203052020
514,2020305,2020,2020,305,20,20,NA,NA,T,NA,NA,NA,NA,20203052020
515,2020305,2200,2020,305,22,0,NA,NA,A,NA,NA,NA,NA,20203052200
516,2020306,1750,2020,306,17,50,NA,NA,T,NA,NA,NA,NA,20203061750
517,2020306,1925,2020,306,19,25,NA,NA,A,NA,NA,NA,NA,20203061925
518,2020306,1925,2020,306,19,25,NA,NA,T,NA,NA,NA,NA,20203061925
519,2020306,2105,2020,306,21,5,NA,NA,A,NA,NA,NA,NA,20203062105
520,2020307,1830,2020,307,18,30,34.27083333,-118.2812213,T,0.13505,0.09827,0.0213,0,20203071830
521,2020307,2010,2020,307,20,10,NA,NA,A,NA,NA,NA,NA,20203072010
522,2020307,2010,2020,307,20,10,NA,NA,T,NA,NA,NA,NA,20203072010
523,2020307,2150,2020,307,21,50,34.27083333,-118.2812213,A,0.08355,0.06065,0.008,0,20203072150
524,2020308,1735,2020,308,17,35,NA,NA,T,NA,NA,NA,NA,20203081735
525,2020308,1915,2020,308,19,15,34.27083333,-118.119876,T,0.21419,0.15619,0.0095,0,20203081915
526,2020308,2055,2020,308,20,55,34.27083333,-118.2812213,A,0.13916,0.1012,0.0163,0,20203082055
527,2020308,2230,2020,308,22,30,NA,NA,A,NA,NA,NA,NA,20203082230
528,2020309,1820,2020,309,18,20,34.27083333,-118.2812213,T,0.10581,0.07685,0.0148,0,20203091820
529,2020309,1955,2020,309,19,55,NA,NA,A,NA,NA,NA,NA,20203091955
530,2020309,1955,2020,309,19,55,NA,NA,T,NA,NA,NA,NA,20203091955
531,2020309,2135,2020,309,21,35,34.27083333,-118.2812213,A,0.07378,0.05351,0.0113,0,20203092135
532,2020310,1725,2020,310,17,25,NA,NA,T,NA,NA,NA,NA,20203101725
533,2020310,1905,2020,310,19,5,34.27083333,-118.2812213,T,0.1419,0.10315,0.0152,0,20203101905
534,2020310,2040,2020,310,20,40,NA,NA,A,NA,NA,NA,NA,20203102040
535,2020310,2220,2020,310,22,20,NA,NA,A,NA,NA,NA,NA,20203102220
536,2020311,1805,2020,311,18,5,34.27083333,-118.2812213,T,0.14343,0.1043,0.0101,0,20203111805
537,2020311,1945,2020,311,19,45,NA,NA,A,NA,NA,NA,NA,20203111945
538,2020311,1945,2020,311,19,45,NA,NA,T,NA,NA,NA,NA,20203111945
539,2020311,2125,2020,311,21,25,34.27083333,-118.2812213,A,0.17159,0.12494,0.0163,0,20203112125
540,2020312,1710,2020,312,17,10,NA,NA,T,NA,NA,NA,NA,20203121710
541,2020312,1850,2020,312,18,50,NA,NA,T,NA,NA,NA,NA,20203121850
542,2020312,2025,2020,312,20,25,NA,NA,T,NA,NA,NA,NA,20203122025
543,2020312,2030,2020,312,20,30,34.07083333,-118.0415082,A,0.315,0.231,0.0074,0,20203122030
544,2020312,2205,2020,312,22,5,NA,NA,A,NA,NA,NA,NA,20203122205
545,2020313,1755,2020,313,17,55,34.14583333,-118.1361334,T,0.33134,0.24266,0.0074,0,20203131755
546,2020313,1930,2020,313,19,30,NA,NA,A,NA,NA,NA,NA,20203131930
547,2020313,1935,2020,313,19,35,34.04583333,-118.2078411,T,0.16664,0.12121,0.006,0,20203131935
548,2020313,2110,2020,313,21,10,34.1375,-118.0942781,A,0.21826,0.1592,0.022,0,20203132110
549,2020314,1700,2020,314,17,0,NA,NA,T,NA,NA,NA,NA,20203141700
550,2020314,1840,2020,314,18,40,34.27083333,-118.2812213,T,0.11198,0.08136,0.0219,0,20203141840
551,2020314,2015,2020,314,20,15,34.27083333,-118.2812213,A,0.0659,0.04774,0.0043,0,20203142015
552,2020314,2015,2020,314,20,15,NA,NA,T,NA,NA,NA,NA,20203142015
553,2020314,2155,2020,314,21,55,34.27083333,-118.2812213,A,0.06,0.04345,0.0063,0,20203142155
554,2020315,1745,2020,315,17,45,NA,NA,T,NA,NA,NA,NA,20203151745
555,2020315,1920,2020,315,19,20,34.27083333,-118.2812213,T,0.06307,0.04569,0.0074,0,20203151920
556,2020315,2100,2020,315,21,0,34.27083333,-118.2812213,A,0.0425,0.03075,0.0175,0,20203152100
557,2020315,2235,2020,315,22,35,NA,NA,A,NA,NA,NA,NA,20203152235
558,2020316,1825,2020,316,18,25,34.27083333,-118.2812213,T,0.10304,0.07485,0.0166,0,20203161825
559,2020316,2000,2020,316,20,0,NA,NA,T,NA,NA,NA,NA,20203162000
560,2020316,2005,2020,316,20,5,NA,NA,A,NA,NA,NA,NA,20203162005
561,2020316,2140,2020,316,21,40,34.27083333,-118.2812213,A,0.08599,0.06241,0.0087,0,20203162140
562,2020317,1730,2020,317,17,30,NA,NA,T,NA,NA,NA,NA,20203171730
563,2020317,1910,2020,317,19,10,34.27083333,-118.2812213,T,0.10861,0.07886,0.011,0,20203171910
564,2020317,2045,2020,317,20,45,34.27083333,-118.2812213,A,0.09046,0.06563,0.0115,0,20203172045
565,2020317,2225,2020,317,22,25,NA,NA,A,NA,NA,NA,NA,20203172225
566,2020318,1815,2020,318,18,15,34.27083333,-118.2812213,T,0.13402,0.09748,0.0109,0,20203181815
567,2020318,1950,2020,318,19,50,NA,NA,A,NA,NA,NA,NA,20203181950
568,2020318,1950,2020,318,19,50,NA,NA,T,NA,NA,NA,NA,20203181950
569,2020318,2130,2020,318,21,30,34.27083333,-118.2812213,A,0.10304,0.07484,0.0123,0,20203182130
570,2020319,1720,2020,319,17,20,NA,NA,T,NA,NA,NA,NA,20203191720
571,2020319,1855,2020,319,18,55,34.27083333,-118.2812213,T,0.08609,0.06247,0.0166,0,20203191855
572,2020319,2030,2020,319,20,30,NA,NA,T,NA,NA,NA,NA,20203192030
573,2020319,2035,2020,319,20,35,34.27083333,-118.2812213,A,0.05462,0.03954,0.0072,0,20203192035
574,2020319,2210,2020,319,22,10,NA,NA,A,NA,NA,NA,NA,20203192210
575,2020320,1800,2020,320,18,0,34.27083333,-118.2812213,T,0.0637,0.04618,0.0074,0,20203201800
576,2020320,1935,2020,320,19,35,NA,NA,A,NA,NA,NA,NA,20203201935
577,2020320,1940,2020,320,19,40,NA,NA,T,NA,NA,NA,NA,20203201940
578,2020320,2115,2020,320,21,15,34.27083333,-118.2812213,A,0.04795,0.03473,0.0172,0,20203202115
579,2020321,1705,2020,321,17,5,NA,NA,T,NA,NA,NA,NA,20203211705
580,2020321,1845,2020,321,18,45,34.27083333,-118.2812213,T,0.05508,0.03991,0.0209,0,20203211845
581,2020321,2020,2020,321,20,20,34.27083333,-118.2812213,A,0.0145,0.0104,0.0047,0,20203212020
582,2020321,2020,2020,321,20,20,NA,NA,T,NA,NA,NA,NA,20203212020
583,2020321,2200,2020,321,22,0,NA,NA,A,NA,NA,NA,NA,20203212200
584,2020322,1750,2020,322,17,50,NA,NA,T,NA,NA,NA,NA,20203221750
585,2020322,1925,2020,322,19,25,NA,NA,A,NA,NA,NA,NA,20203221925
586,2020322,1925,2020,322,19,25,34.27083333,-118.2812213,T,0.05126,0.0371,0.0057,0,20203221925
587,2020322,2105,2020,322,21,5,34.27083333,-118.2812213,A,0.04188,0.03031,0.0192,0,20203222105
588,2020323,1830,2020,323,18,30,34.27083333,-118.2812213,T,0.18361,0.13389,0.0183,0,20203231830
589,2020323,2010,2020,323,20,10,NA,NA,A,NA,NA,NA,NA,20203232010
590,2020323,2010,2020,323,20,10,NA,NA,T,NA,NA,NA,NA,20203232010
591,2020323,2150,2020,323,21,50,34.27083333,-118.0492875,A,0.09877,0.07171,0.0062,0,20203232150
592,2020324,1735,2020,324,17,35,NA,NA,T,NA,NA,NA,NA,20203241735
593,2020324,1915,2020,324,19,15,34.27083333,-118.2812213,T,0.09366,0.06798,0.0084,0,20203241915
594,2020324,2055,2020,324,20,55,34.27083333,-118.2812213,A,0.07513,0.05449,0.0138,0,20203242055
595,2020324,2230,2020,324,22,30,NA,NA,A,NA,NA,NA,NA,20203242230
596,2020325,1820,2020,325,18,20,34.25416666,-118.0763085,T,0.17625,0.12825,0.012,0,20203251820
597,2020325,1955,2020,325,19,55,NA,NA,A,NA,NA,NA,NA,20203251955
598,2020325,1955,2020,325,19,55,NA,NA,T,NA,NA,NA,NA,20203251955
599,2020325,2135,2020,325,21,35,NA,NA,A,NA,NA,NA,NA,20203252135
600,2020326,1725,2020,326,17,25,NA,NA,T,NA,NA,NA,NA,20203261725
601,2020326,1900,2020,326,19,0,34.27083333,-118.0392034,T,0.16043,0.11671,0.012,0,20203261900
602,2020326,2040,2020,326,20,40,34.02083333,-118.2433928,A,0.16827,0.12245,0.01,0,20203262040
603,2020326,2220,2020,326,22,20,NA,NA,A,NA,NA,NA,NA,20203262220
604,2020327,1805,2020,327,18,5,34.27083333,-118.2812213,T,0.13606,0.09897,0.0086,0,20203271805
605,2020327,1945,2020,327,19,45,NA,NA,A,NA,NA,NA,NA,20203271945
606,2020327,1945,2020,327,19,45,NA,NA,T,NA,NA,NA,NA,20203271945
607,2020327,2125,2020,327,21,25,34.27083333,-118.2812213,A,0.15411,0.11212,0.0142,0,20203272125
608,2020328,1710,2020,328,17,10,NA,NA,T,NA,NA,NA,NA,20203281710
609,2020328,1850,2020,328,18,50,34.27083333,-118.2812213,T,0.16665,0.12129,0.0182,0,20203281850
610,2020328,2025,2020,328,20,25,NA,NA,T,NA,NA,NA,NA,20203282025
611,2020328,2030,2020,328,20,30,NA,NA,A,NA,NA,NA,NA,20203282030
612,2020328,2205,2020,328,22,5,NA,NA,A,NA,NA,NA,NA,20203282205
613,2020329,1755,2020,329,17,55,34.27083333,-118.2812213,T,0.14192,0.10324,0.0058,0,20203291755
614,2020329,1930,2020,329,19,30,NA,NA,A,NA,NA,NA,NA,20203291930
615,2020329,1930,2020,329,19,30,34.27083333,-118.2812213,T,0.11172,0.08115,0.0045,0,20203291930
616,2020329,2110,2020,329,21,10,34.27083333,-118.2812213,A,0.12782,0.09292,0.0175,0,20203292110
617,2020330,1700,2020,330,17,0,NA,NA,T,NA,NA,NA,NA,20203301700
618,2020330,1840,2020,330,18,40,34.27083333,-118.2812213,T,0.20488,0.14947,0.019,0,20203301840
619,2020330,2015,2020,330,20,15,34.27083333,-118.2812213,A,0.12809,0.09308,0.0037,0,20203302015
620,2020330,2015,2020,330,20,15,NA,NA,T,NA,NA,NA,NA,20203302015
621,2020330,2155,2020,330,21,55,34.27083333,-118.2812213,A,0.10694,0.07768,0.0054,0,20203302155
622,2020331,1745,2020,331,17,45,NA,NA,T,NA,NA,NA,NA,20203311745
623,2020331,1920,2020,331,19,20,34.27083333,-118.2812213,T,0.14321,0.1041,0.0064,0,20203311920
624,2020331,2100,2020,331,21,0,34.27083333,-118.2812213,A,0.10059,0.07304,0.0159,0,20203312100
625,2020331,2235,2020,331,22,35,NA,NA,A,NA,NA,NA,NA,20203312235
626,2020332,1825,2020,332,18,25,34.27083333,-118.2812213,T,0.06618,0.04798,0.0146,0,20203321825
627,2020332,2000,2020,332,20,0,NA,NA,T,NA,NA,NA,NA,20203322000
628,2020332,2005,2020,332,20,5,NA,NA,A,NA,NA,NA,NA,20203322005
629,2020332,2140,2020,332,21,40,34.27083333,-118.2812213,A,0.03319,0.02397,0.0077,0,20203322140
630,2020333,1730,2020,333,17,30,NA,NA,T,NA,NA,NA,NA,20203331730
631,2020333,1910,2020,333,19,10,34.27083333,-118.2812213,T,0.02205,0.01589,0.0094,0,20203331910
632,2020333,2045,2020,333,20,45,34.27083333,-118.2812213,A,0.01477,0.01061,0.0102,0,20203332045
633,2020333,2225,2020,333,22,25,NA,NA,A,NA,NA,NA,NA,20203332225
634,2020334,1815,2020,334,18,15,34.27083333,-118.2812213,T,0.06987,0.05066,0.0096,0,20203341815
635,2020334,1950,2020,334,19,50,NA,NA,A,NA,NA,NA,NA,20203341950
636,2020334,1950,2020,334,19,50,NA,NA,T,NA,NA,NA,NA,20203341950
637,2020334,2130,2020,334,21,30,34.27083333,-118.2812213,A,0.0402,0.02907,0.011,0,20203342130
638,2020335,1720,2020,335,17,20,NA,NA,T,NA,NA,NA,NA,20203351720
639,2020335,1855,2020,335,18,55,34.27083333,-118.2812213,T,0.05406,0.03914,0.0145,0,20203351855
640,2020335,2030,2020,335,20,30,NA,NA,T,NA,NA,NA,NA,20203352030
641,2020335,2035,2020,335,20,35,34.27083333,-118.2812213,A,0.01964,0.01413,0.0063,0,20203352035
642,2020335,2210,2020,335,22,10,NA,NA,A,NA,NA,NA,NA,20203352210
643,2020336,1800,2020,336,18,0,34.27083333,-118.2812213,T,0.06223,0.04509,0.0066,0,20203361800
644,2020336,1935,2020,336,19,35,NA,NA,A,NA,NA,NA,NA,20203361935
645,2020336,1940,2020,336,19,40,NA,NA,T,NA,NA,NA,NA,20203361940
646,2020336,2115,2020,336,21,15,34.27083333,-118.2812213,A,0.03288,0.02376,0.0151,0,20203362115
647,2020337,1705,2020,337,17,5,NA,NA,T,NA,NA,NA,NA,20203371705
648,2020337,1845,2020,337,18,45,34.27083333,-118.2812213,T,0.06717,0.04868,0.0177,0,20203371845
649,2020337,2020,2020,337,20,20,34.27083333,-118.0291193,A,0.04476,0.03235,0.0045,0,20203372020
650,2020337,2020,2020,337,20,20,NA,NA,T,NA,NA,NA,NA,20203372020
651,2020337,2200,2020,337,22,0,NA,NA,A,NA,NA,NA,NA,20203372200
652,2020338,1750,2020,338,17,50,NA,NA,T,NA,NA,NA,NA,20203381750
653,2020338,1925,2020,338,19,25,NA,NA,A,NA,NA,NA,NA,20203381925
654,2020338,1925,2020,338,19,25,34.27083333,-118.2812213,T,0.02775,0.02002,0.0049,0,20203381925
655,2020338,2105,2020,338,21,5,34.27083333,-118.2812213,A,0.02999,0.02167,0.0166,0,20203382105
656,2020339,1830,2020,339,18,30,34.27083333,-118.2812213,T,0.07881,0.05714,0.0161,0,20203391830
657,2020339,2010,2020,339,20,10,NA,NA,A,NA,NA,NA,NA,20203392010
658,2020339,2010,2020,339,20,10,NA,NA,T,NA,NA,NA,NA,20203392010
659,2020339,2150,2020,339,21,50,34.27083333,-118.2812213,A,0.03494,0.02524,0.0062,0,20203392150
660,2020340,1735,2020,340,17,35,NA,NA,T,NA,NA,NA,NA,20203401735
661,2020340,1915,2020,340,19,15,34.27083333,-118.2812213,T,0.04228,0.03059,0.0073,0,20203401915
662,2020340,2055,2020,340,20,55,34.27083333,-118.2812213,A,0.0277,0.01998,0.0128,0,20203402055
663,2020340,2230,2020,340,22,30,NA,NA,A,NA,NA,NA,NA,20203402230
664,2020341,1820,2020,341,18,20,34.27083333,-118.2812213,T,0.08374,0.06075,0.0114,0,20203411820
665,2020341,1955,2020,341,19,55,NA,NA,A,NA,NA,NA,NA,20203411955
666,2020341,1955,2020,341,19,55,NA,NA,T,NA,NA,NA,NA,20203411955
667,2020341,2135,2020,341,21,35,NA,NA,A,NA,NA,NA,NA,20203412135
668,2020342,1725,2020,342,17,25,NA,NA,T,NA,NA,NA,NA,20203421725
669,2020342,1900,2020,342,19,0,NA,NA,T,NA,NA,NA,NA,20203421900
670,2020342,2040,2020,342,20,40,NA,NA,A,NA,NA,NA,NA,20203422040
671,2020342,2220,2020,342,22,20,NA,NA,A,NA,NA,NA,NA,20203422220
672,2020343,1805,2020,343,18,5,NA,NA,T,NA,NA,NA,NA,20203431805
673,2020343,1945,2020,343,19,45,NA,NA,A,NA,NA,NA,NA,20203431945
674,2020343,1945,2020,343,19,45,NA,NA,T,NA,NA,NA,NA,20203431945
675,2020343,2125,2020,343,21,25,34.27083333,-118.0896238,A,0.16788,0.12224,0.0121,0,20203432125
676,2020344,1710,2020,344,17,10,NA,NA,T,NA,NA,NA,NA,20203441710
677,2020344,1850,2020,344,18,50,34.27083333,-118.2812213,T,0.07213,0.05227,0.0161,0,20203441850
678,2020344,2025,2020,344,20,25,NA,NA,T,NA,NA,NA,NA,20203442025
679,2020344,2030,2020,344,20,30,34.27083333,-118.2812213,A,0.03894,0.02815,0.0051,0,20203442030
680,2020344,2205,2020,344,22,5,NA,NA,A,NA,NA,NA,NA,20203442205
681,2020345,1755,2020,345,17,55,34.27083333,-118.1097919,T,0.10777,0.07823,0.0053,0,20203451755
682,2020345,1930,2020,345,19,30,NA,NA,A,NA,NA,NA,NA,20203451930
683,2020345,1930,2020,345,19,30,34.27083333,-118.2812213,T,0.08594,0.06234,0.004,0,20203451930
684,2020345,2110,2020,345,21,10,34.27083333,-118.2812213,A,0.14137,0.10276,0.0167,0,20203452110
685,2020346,1700,2020,346,17,0,NA,NA,T,NA,NA,NA,NA,20203461700
686,2020346,1840,2020,346,18,40,34.27083333,-118.0392034,T,0.22888,0.167,0.0162,0,20203461840
687,2020346,2015,2020,346,20,15,NA,NA,A,NA,NA,NA,NA,20203462015
688,2020346,2015,2020,346,20,15,NA,NA,T,NA,NA,NA,NA,20203462015
689,2020346,2155,2020,346,21,55,34.27083333,-118.2812213,A,0.17988,0.13104,0.0051,0,20203462155
690,2020347,1745,2020,347,17,45,NA,NA,T,NA,NA,NA,NA,20203471745
691,2020347,1920,2020,347,19,20,34.2625,-118.2795843,T,0.12977,0.09415,0.0058,0,20203471920
692,2020347,2100,2020,347,21,0,NA,NA,A,NA,NA,NA,NA,20203472100
693,2020347,2235,2020,347,22,35,NA,NA,A,NA,NA,NA,NA,20203472235
694,2020348,1825,2020,348,18,25,NA,NA,T,NA,NA,NA,NA,20203481825
695,2020348,2000,2020,348,20,0,NA,NA,T,NA,NA,NA,NA,20203482000
696,2020348,2005,2020,348,20,5,NA,NA,A,NA,NA,NA,NA,20203482005
697,2020348,2140,2020,348,21,40,34.27083333,-118.2812213,A,0.04912,0.03558,0.0074,0,20203482140
698,2020349,1730,2020,349,17,30,NA,NA,T,NA,NA,NA,NA,20203491730
699,2020349,1910,2020,349,19,10,34.27083333,-118.1299601,T,0.08382,0.06079,0.0084,0,20203491910
700,2020349,2045,2020,349,20,45,NA,NA,A,NA,NA,NA,NA,20203492045
701,2020349,2225,2020,349,22,25,NA,NA,A,NA,NA,NA,NA,20203492225
702,2020350,1815,2020,350,18,15,34.27083333,-118.2812213,T,0.07113,0.05158,0.0092,0,20203501815
703,2020350,1950,2020,350,19,50,NA,NA,A,NA,NA,NA,NA,20203501950
704,2020350,1950,2020,350,19,50,NA,NA,T,NA,NA,NA,NA,20203501950
705,2020350,2130,2020,350,21,30,34.27083333,-118.2812213,A,0.04542,0.03285,0.011,0,20203502130
706,2020351,1720,2020,351,17,20,NA,NA,T,NA,NA,NA,NA,20203511720
707,2020351,1855,2020,351,18,55,34.27083333,-118.2812213,T,0.05662,0.04101,0.0132,0,20203511855
708,2020351,2030,2020,351,20,30,NA,NA,T,NA,NA,NA,NA,20203512030
709,2020351,2035,2020,351,20,35,34.27083333,-118.2812213,A,0.02533,0.01825,0.0062,0,20203512035
710,2020351,2210,2020,351,22,10,NA,NA,A,NA,NA,NA,NA,20203512210
711,2020352,1800,2020,352,18,0,34.27083333,-118.2812213,T,0.08602,0.06243,0.0061,0,20203521800
712,2020352,1935,2020,352,19,35,NA,NA,A,NA,NA,NA,NA,20203521935
713,2020352,1940,2020,352,19,40,NA,NA,T,NA,NA,NA,NA,20203521940
714,2020352,2115,2020,352,21,15,34.27083333,-118.0190352,A,0.21089,0.15372,0.0139,0,20203522115
715,2020353,1705,2020,353,17,5,NA,NA,T,NA,NA,NA,NA,20203531705
716,2020353,1845,2020,353,18,45,34.27083333,-118.2812213,T,0.05561,0.04028,0.0166,0,20203531845
717,2020353,2020,2020,353,20,20,34.27083333,-118.2812213,A,0.02282,0.01644,0.0042,0,20203532020
718,2020353,2020,2020,353,20,20,NA,NA,T,NA,NA,NA,NA,20203532020
719,2020353,2200,2020,353,22,0,NA,NA,A,NA,NA,NA,NA,20203532200
720,2020354,1750,2020,354,17,50,NA,NA,T,NA,NA,NA,NA,20203541750
721,2020354,1925,2020,354,19,25,NA,NA,A,NA,NA,NA,NA,20203541925
722,2020354,1925,2020,354,19,25,34.27083333,-118.2812213,T,0.01839,0.01323,0.0045,0,20203541925
723,2020354,2105,2020,354,21,5,34.27083333,-118.2812213,A,0.02372,0.01709,0.016,0,20203542105
724,2020355,1830,2020,355,18,30,34.27083333,-118.2812213,T,0.06938,0.0503,0.0153,0,20203551830
725,2020355,2010,2020,355,20,10,NA,NA,A,NA,NA,NA,NA,20203552010
726,2020355,2010,2020,355,20,10,NA,NA,T,NA,NA,NA,NA,20203552010
727,2020355,2150,2020,355,21,50,34.27083333,-118.2812213,A,0.03049,0.02203,0.0059,0,20203552150
728,2020356,1735,2020,356,17,35,NA,NA,T,NA,NA,NA,NA,20203561735
729,2020356,1915,2020,356,19,15,34.27083333,-118.2812213,T,0.03106,0.02244,0.0067,0,20203561915
730,2020356,2055,2020,356,20,55,34.27083333,-118.2812213,A,0.01864,0.01342,0.0125,0,20203562055
731,2020356,2230,2020,356,22,30,NA,NA,A,NA,NA,NA,NA,20203562230
732,2020357,1820,2020,357,18,20,34.27083333,-118.2812213,T,0.09242,0.06708,0.0106,0,20203571820
733,2020357,1955,2020,357,19,55,NA,NA,A,NA,NA,NA,NA,20203571955
734,2020357,1955,2020,357,19,55,NA,NA,T,NA,NA,NA,NA,20203571955
735,2020357,2135,2020,357,21,35,34.27083333,-118.2812213,A,0.08574,0.06222,0.0086,0,20203572135
736,2020358,1725,2020,358,17,25,NA,NA,T,NA,NA,NA,NA,20203581725
737,2020358,1900,2020,358,19,0,NA,NA,T,NA,NA,NA,NA,20203581900
738,2020358,2040,2020,358,20,40,NA,NA,A,NA,NA,NA,NA,20203582040
739,2020358,2220,2020,358,22,20,NA,NA,A,NA,NA,NA,NA,20203582220
740,2020359,1805,2020,359,18,5,NA,NA,T,NA,NA,NA,NA,20203591805
741,2020359,1945,2020,359,19,45,NA,NA,A,NA,NA,NA,NA,20203591945
742,2020359,1945,2020,359,19,45,NA,NA,T,NA,NA,NA,NA,20203591945
743,2020359,2125,2020,359,21,25,NA,NA,A,NA,NA,NA,NA,20203592125
744,2020360,1710,2020,360,17,10,NA,NA,T,NA,NA,NA,NA,20203601710
745,2020360,1850,2020,360,18,50,34.27083333,-118.2812213,T,0.05685,0.04116,0.0154,0,20203601850
746,2020360,2025,2020,360,20,25,NA,NA,T,NA,NA,NA,NA,20203602025
747,2020360,2030,2020,360,20,30,34.27083333,-118.2812213,A,0.02212,0.01595,0.0052,0,20203602030
748,2020360,2205,2020,360,22,5,NA,NA,A,NA,NA,NA,NA,20203602205
749,2020361,1755,2020,361,17,55,34.20416666,-118.006226,T,0.1022,0.0742,0.0049,0,20203611755
750,2020361,1930,2020,361,19,30,NA,NA,A,NA,NA,NA,NA,20203611930
751,2020361,1930,2020,361,19,30,34.27083333,-118.240885,T,0.04231,0.03059,0.0037,0,20203611930
752,2020361,2110,2020,361,21,10,34.27083333,-118.2812213,A,0.07554,0.05475,0.0166,0,20203612110
753,2020362,1700,2020,362,17,0,NA,NA,T,NA,NA,NA,NA,20203621700
754,2020362,1840,2020,362,18,40,NA,NA,T,NA,NA,NA,NA,20203621840
755,2020362,2015,2020,362,20,15,34.27083333,-118.2812213,A,0.12186,0.08854,0.0037,0,20203622015
756,2020362,2015,2020,362,20,15,NA,NA,T,NA,NA,NA,NA,20203622015
757,2020362,2155,2020,362,21,55,34.27083333,-118.2812213,A,0.07204,0.05223,0.0054,0,20203622155
758,2020363,1745,2020,363,17,45,NA,NA,T,NA,NA,NA,NA,20203631745
759,2020363,1920,2020,363,19,20,NA,NA,T,NA,NA,NA,NA,20203631920
760,2020363,2100,2020,363,21,0,NA,NA,A,NA,NA,NA,NA,20203632100
761,2020363,2235,2020,363,22,35,NA,NA,A,NA,NA,NA,NA,20203632235
762,2020364,1825,2020,364,18,25,34.2625,-118.2795843,T,0.19505,0.14212,0.0126,0,20203641825
763,2020364,2000,2020,364,20,0,NA,NA,T,NA,NA,NA,NA,20203642000
764,2020364,2005,2020,364,20,5,NA,NA,A,NA,NA,NA,NA,20203642005
765,2020364,2140,2020,364,21,40,34.27083333,-118.2812213,A,0.10725,0.0779,0.0075,0,20203642140
766,2020365,1730,2020,365,17,30,NA,NA,T,NA,NA,NA,NA,20203651730
767,2020365,1910,2020,365,19,10,34.27083333,-118.2812213,T,0.09472,0.06872,0.0084,0,20203651910
768,2020365,2045,2020,365,20,45,34.27083333,-118.2812213,A,0.0793,0.05754,0.0103,0,20203652045
769,2020365,2225,2020,365,22,25,NA,NA,A,NA,NA,NA,NA,20203652225
770,2020366,1815,2020,366,18,15,34.27083333,-118.2812213,T,0.15074,0.10963,0.009,0,20203661815
771,2020366,1950,2020,366,19,50,NA,NA,A,NA,NA,NA,NA,20203661950
772,2020366,1950,2020,366,19,50,NA,NA,T,NA,NA,NA,NA,20203661950
773,2020366,2130,2020,366,21,30,34.27083333,-118.2812213,A,0.09903,0.07193,0.0112,0,20203662130
1,2021001,1720,2021,1,17,20,NA,NA,T,NA,NA,NA,NA,20210011720
2,2021001,1855,2021,1,18,55,34.27083333,-118.2812213,T,0.10812,0.07854,0.0131,0,20210011855
3,2021001,2030,2021,1,20,30,NA,NA,T,NA,NA,NA,NA,20210012030
4,2021001,2035,2021,1,20,35,34.27083333,-118.2812213,A,0.05637,0.04083,0.0066,0,20210012035
5,2021001,2210,2021,1,22,10,NA,NA,A,NA,NA,NA,NA,20210012210
6,2021002,1800,2021,2,18,0,34.27083333,-118.2812213,T,0.10568,0.07676,0.0064,0,20210021800
7,2021002,1935,2021,2,19,35,NA,NA,A,NA,NA,NA,NA,20210021935
8,2021002,1940,2021,2,19,40,NA,NA,T,NA,NA,NA,NA,20210021940
9,2021002,2115,2021,2,21,15,NA,NA,A,NA,NA,NA,NA,20210022115
10,2021003,1705,2021,3,17,5,NA,NA,T,NA,NA,NA,NA,20210031705
